"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","significance"
0,-9.20505498038939,0.009,0.944,0,"AC105402.3","Oligodendrocytes","Up in Control"
0,-4.67198116941531,0.055,0.591,0,"MTRNR2L8","Oligodendrocytes","Up in Control"
0,1.33832707595763,1,0.999,0,"MALAT1","Oligodendrocytes","Up in AUD"
3.87794709109372e-276,-1.04858114589484,0.996,0.994,1.03176660305639e-271,"PCDH9","Oligodendrocytes","Up in Control"
9.37570706903762e-180,-1.35256860272415,0.935,0.958,2.49450062278815e-175,"CADM2","Oligodendrocytes","Up in Control"
2.57621142563494e-167,2.30506737067507,0.704,0.206,6.85426811904431e-163,"AL033523.1","Oligodendrocytes","Up in AUD"
8.84038047509456e-161,-6.03339455073481,0.006,0.2,2.35207162920366e-156,"CHRM5","Oligodendrocytes","Up in Control"
9.40908813172537e-147,1.07520396347668,0.898,0.423,2.50338198832685e-142,"KCNIP4","Oligodendrocytes","Up in AUD"
1.67359561226532e-126,-1.14748259637088,0.879,0.909,4.45276848599312e-122,"NKAIN2","Oligodendrocytes","Up in Control"
2.11178768947456e-123,1.32881012189957,0.803,0.41,5.618622326616e-119,"KANSL1","Oligodendrocytes","Up in AUD"
7.10210068133441e-123,-1.37997474009672,0.708,0.823,1.88958490727583e-118,"LRP1B","Oligodendrocytes","Up in Control"
3.32809839403314e-100,-2.72605404288261,0.083,0.322,8.85473858716457e-96,"MTRNR2L12","Oligodendrocytes","Up in Control"
1.54349504909299e-95,1.42504938364388,0.681,0.291,4.10662292761682e-91,"HSP90AA1","Oligodendrocytes","Up in AUD"
1.287966920309e-90,0.994993644174602,0.835,0.55,3.42676478817412e-86,"RTN4","Oligodendrocytes","Up in AUD"
4.24469536185501e-88,-1.43423325554734,0.5,0.692,1.12934364797514e-83,"ADGRL3","Oligodendrocytes","Up in Control"
5.06929102021996e-88,0.914984041188154,0.706,0.29,1.34873556883972e-83,"SYT1","Oligodendrocytes","Up in AUD"
9.34191027356229e-86,1.67549377198424,0.524,0.142,2.48550864738398e-81,"MEG3","Oligodendrocytes","Up in AUD"
4.21152344337574e-85,-1.05292647248793,0.796,0.855,1.12051792734455e-80,"NCAM2","Oligodendrocytes","Up in Control"
4.46331243116492e-81,0.953046780043108,0.809,0.508,1.18750890543574e-76,"ZNF638","Oligodendrocytes","Up in AUD"
2.41381565690978e-78,-0.968219850111237,0.784,0.828,6.42219793677415e-74,"SPOCK3","Oligodendrocytes","Up in Control"
9.5647872776043e-76,-1.29759360081315,0.542,0.703,2.5448073030794e-71,"AC012494.1","Oligodendrocytes","Up in Control"
4.48026486318541e-75,1.40454136623079,0.536,0.19,1.19201926949911e-70,"ARL17B","Oligodendrocytes","Up in AUD"
2.47042762871644e-74,1.06210547630148,0.736,0.408,6.57281974896297e-70,"HIP1","Oligodendrocytes","Up in AUD"
6.04351672834278e-74,0.95563933752152,0.796,0.512,1.60793806074288e-69,"SLC7A14-AS1","Oligodendrocytes","Up in AUD"
4.76240218202576e-73,-0.9498350656845,0.8,0.831,1.26708472454977e-68,"PEX5L","Oligodendrocytes","Up in Control"
1.9503086402432e-71,1.57606852213043,0.482,0.154,5.18899116823106e-67,"NASP","Oligodendrocytes","Up in AUD"
1.05072068739367e-70,1.06871805753418,0.693,0.348,2.79554746087961e-66,"AATK","Oligodendrocytes","Up in AUD"
6.2158238273795e-70,-0.555014493067366,0.947,0.96,1.65378208751259e-65,"QKI","Oligodendrocytes","Up in Control"
6.57961318855844e-70,-0.47595001374185,0.977,0.973,1.75057188494786e-65,"DLG2","Oligodendrocytes","Up in Control"
1.53374672525845e-69,-0.847454559164097,0.806,0.845,4.08068653722262e-65,"EDIL3","Oligodendrocytes","Up in Control"
1.86695062038557e-67,0.757287366655943,0.651,0.282,4.96720882059785e-63,"DPP10","Oligodendrocytes","Up in AUD"
3.33647646317953e-67,-0.976492235023605,0.735,0.796,8.87702927793545e-63,"DPYD","Oligodendrocytes","Up in Control"
5.3960819882655e-67,0.734248940974674,0.88,0.649,1.43568157379792e-62,"AUTS2","Oligodendrocytes","Up in AUD"
3.27905635867734e-66,1.03425649639319,0.566,0.216,8.72425734789694e-62,"FAM155A","Oligodendrocytes","Up in AUD"
6.80312868953393e-66,0.960999110392723,0.768,0.484,1.8100404191374e-61,"POLR2F","Oligodendrocytes","Up in AUD"
1.01022049340705e-65,0.941361722911245,0.728,0.406,2.68779264475879e-61,"DDX17","Oligodendrocytes","Up in AUD"
2.64211569239737e-65,1.33791529958241,0.528,0.208,7.02961301119244e-61,"SRSF11","Oligodendrocytes","Up in AUD"
1.1838171343561e-64,-1.86236765357744,0.164,0.378,3.14966386766783e-60,"MSRA","Oligodendrocytes","Up in Control"
4.32107392659021e-64,1.25009281202599,0.471,0.146,1.14966492890859e-59,"RALYL","Oligodendrocytes","Up in AUD"
7.08036850328419e-64,1.17538326640669,0.562,0.227,1.88380284398379e-59,"CLIP2","Oligodendrocytes","Up in AUD"
9.33787449375884e-62,1.21784847079943,0.548,0.237,2.48443488780948e-57,"GAS7","Oligodendrocytes","Up in AUD"
8.7573729339606e-59,-0.735063543020201,0.819,0.851,2.32998664280956e-54,"ZBTB20","Oligodendrocytes","Up in Control"
6.77969955222915e-58,0.756685033147722,0.852,0.535,1.80380686286609e-53,"SNHG14","Oligodendrocytes","Up in AUD"
1.11429853762736e-57,1.06913209203443,0.596,0.286,2.96470268921135e-53,"ABCA8","Oligodendrocytes","Up in AUD"
7.45844711206185e-57,1.14585775268238,0.527,0.221,1.98439443863518e-52,"INSR","Oligodendrocytes","Up in AUD"
5.14831611652445e-56,-0.826222768071648,0.791,0.8,1.36976098596249e-51,"ZEB2","Oligodendrocytes","Up in Control"
6.84065333205058e-56,0.707774183988231,0.635,0.295,1.82002422552538e-51,"NRG3","Oligodendrocytes","Up in AUD"
1.70778027458213e-55,-2.01478768329545,0.145,0.335,4.5437201985532e-51,"SLC1A2","Oligodendrocytes","Up in Control"
2.05428718297192e-55,0.970778881697603,0.655,0.35,5.46563647901508e-51,"CERCAM","Oligodendrocytes","Up in AUD"
1.82430768364722e-54,-0.914389049511275,0.788,0.817,4.8537530231118e-50,"UNC5C","Oligodendrocytes","Up in Control"
6.73258791753952e-54,-0.533683530931246,0.949,0.954,1.79127234134056e-49,"MAGI2","Oligodendrocytes","Up in Control"
2.3131283957082e-53,2.14251070665256,0.292,0.053,6.15430940962123e-49,"NBPF12","Oligodendrocytes","Up in AUD"
2.68575993631288e-53,-2.3311286924793,0.068,0.224,7.14573288655406e-49,"DBNDD2","Oligodendrocytes","Up in Control"
3.96203397404459e-53,1.20055390483822,0.492,0.204,1.0541387591343e-48,"CD22","Oligodendrocytes","Up in AUD"
2.0068983400967e-52,0.552147549151174,0.929,0.813,5.33955372366128e-48,"DST","Oligodendrocytes","Up in AUD"
4.96981731446922e-52,1.23143485595846,0.392,0.121,1.32226959468768e-47,"RIMS2","Oligodendrocytes","Up in AUD"
2.63758161877241e-51,0.962994680134545,0.58,0.277,7.01754965490586e-47,"BPTF","Oligodendrocytes","Up in AUD"
7.0812344646739e-51,1.53465700698213,0.363,0.108,1.88403324167114e-46,"PPFIBP1","Oligodendrocytes","Up in AUD"
1.72835011923972e-50,1.06875499695511,0.505,0.21,4.59844832724919e-46,"RBM25","Oligodendrocytes","Up in AUD"
3.18951662003207e-50,1.01368474416116,0.462,0.17,8.48602791925733e-46,"FGF14","Oligodendrocytes","Up in AUD"
6.19918736891027e-50,-1.05730390873011,0.641,0.708,1.64935579137227e-45,"TMEFF2","Oligodendrocytes","Up in Control"
9.85203091136183e-50,1.23524757643175,0.428,0.156,2.62123134427693e-45,"ADARB2","Oligodendrocytes","Up in AUD"
2.20903672542722e-49,1.25419798793456,0.464,0.189,5.87736311167167e-45,"CALM1","Oligodendrocytes","Up in AUD"
4.90231546078476e-49,1.13892248372198,0.469,0.19,1.30431005149639e-44,"ANKRD36C","Oligodendrocytes","Up in AUD"
6.93096179818147e-49,5.97833099636787,0.189,0.003,1.84405169602416e-44,"ADAMTS18","Oligodendrocytes","Up in AUD"
7.74380101365155e-49,1.38381058804912,0.374,0.118,2.06031569769213e-44,"KIAA0930","Oligodendrocytes","Up in AUD"
9.82073438230121e-49,0.995544896546014,0.54,0.251,2.61290458975506e-44,"NFIX","Oligodendrocytes","Up in AUD"
2.16232025304844e-48,0.701467495494544,0.518,0.218,5.75306926526069e-44,"DLGAP1","Oligodendrocytes","Up in AUD"
4.40436704883119e-48,0.464599199794038,0.589,0.271,1.17182589701203e-43,"ROBO2","Oligodendrocytes","Up in AUD"
1.01974865228348e-47,1.01654529689356,0.513,0.232,2.71314326426541e-43,"ASPA","Oligodendrocytes","Up in AUD"
2.49203927997471e-47,-1.12146006584671,0.591,0.663,6.63031970830072e-43,"CDH20","Oligodendrocytes","Up in Control"
2.80966484284222e-47,1.28896682544672,0.388,0.127,7.47539428086601e-43,"SNAP25","Oligodendrocytes","Up in AUD"
5.39980835417143e-47,0.500107121657626,0.722,0.401,1.43667301071085e-42,"CSMD1","Oligodendrocytes","Up in AUD"
6.57742756103331e-47,1.11623692416607,0.419,0.15,1.74999037688852e-42,"CCSER1","Oligodendrocytes","Up in AUD"
1.55622782084967e-45,0.912967063645761,0.528,0.245,4.14049974015263e-41,"ARGLU1","Oligodendrocytes","Up in AUD"
3.15194069363262e-45,-0.464979573417258,0.94,0.942,8.38605340947896e-41,"CTNNA3","Oligodendrocytes","Up in Control"
6.34925249317833e-45,0.555705973389452,0.861,0.667,1.68928211833503e-40,"SHTN1","Oligodendrocytes","Up in AUD"
1.26558920430893e-44,1.01541720166357,0.472,0.198,3.36722663698434e-40,"RYR2","Oligodendrocytes","Up in AUD"
2.70152945660762e-43,0.525885105558237,0.862,0.676,7.18768927225023e-39,"CLASP2","Oligodendrocytes","Up in AUD"
1.19025410216667e-42,0.642741731923024,0.786,0.535,3.16679006422465e-38,"RERE","Oligodendrocytes","Up in AUD"
3.19878137907538e-42,0.645296211871282,0.681,0.381,8.51067773716796e-38,"LUC7L3","Oligodendrocytes","Up in AUD"
4.65041048063997e-42,0.717761559434497,0.513,0.23,1.23728821247907e-37,"FRMD4A","Oligodendrocytes","Up in AUD"
2.28702238782706e-41,0.973023407155089,0.445,0.188,6.08485176505266e-37,"CLIC4","Oligodendrocytes","Up in AUD"
2.76573051315556e-41,1.11031348569746,0.401,0.158,7.35850260330169e-37,"SRRM1","Oligodendrocytes","Up in AUD"
5.08297069375634e-41,0.842589073711637,0.469,0.204,1.35237518278081e-36,"OPCML","Oligodendrocytes","Up in AUD"
5.30314245324638e-41,0.976524214681719,0.436,0.181,1.41095408111073e-36,"ANKRD11","Oligodendrocytes","Up in AUD"
6.64812833957739e-41,0.513142500142506,0.879,0.712,1.76880102602796e-36,"AGAP1","Oligodendrocytes","Up in AUD"
1.65103969887198e-40,0.646571953158468,0.733,0.463,4.3927562228188e-36,"FNBP1","Oligodendrocytes","Up in AUD"
1.68126595511366e-40,1.33875157240772,0.336,0.114,4.47317620017541e-36,"XPO1","Oligodendrocytes","Up in AUD"
2.80509956780496e-40,0.79830039646017,0.359,0.124,7.46324791010188e-36,"KCNQ5","Oligodendrocytes","Up in AUD"
1.18352781356605e-39,0.916827724862347,0.515,0.26,3.14889410077384e-35,"OSBP2","Oligodendrocytes","Up in AUD"
2.92840057650226e-39,0.812098072301942,0.54,0.276,7.7913025738419e-35,"SIPA1L1","Oligodendrocytes","Up in AUD"
3.55315154725756e-39,-0.690042382755621,0.814,0.814,9.45351500663347e-35,"NPAS3","Oligodendrocytes","Up in Control"
1.16888611946564e-38,1.11455455660168,0.36,0.131,3.10993840945029e-34,"ANAPC5","Oligodendrocytes","Up in AUD"
2.98607343607291e-38,0.883941362558041,0.412,0.166,7.94474698401558e-34,"GPBP1","Oligodendrocytes","Up in AUD"
4.93998588994014e-38,-2.48333325602469,0.033,0.132,1.31433264587747e-33,"AL627171.2","Oligodendrocytes","Up in Control"
6.48049838355809e-38,0.905819327513226,0.45,0.204,1.72420139992946e-33,"TRA2A","Oligodendrocytes","Up in AUD"
7.363989093475e-38,0.891424177343303,0.298,0.088,1.95926293820996e-33,"SLC8A1","Oligodendrocytes","Up in AUD"
1.3634813990849e-37,1.0694948107509,0.381,0.153,3.62767861040528e-33,"KDM2A","Oligodendrocytes","Up in AUD"
1.64042585866497e-37,0.744787268045086,0.627,0.357,4.36451703956401e-33,"MAP1B","Oligodendrocytes","Up in AUD"
1.91102145681667e-37,1.07447274972051,0.37,0.145,5.08446368800644e-33,"PIK3C2B","Oligodendrocytes","Up in AUD"
2.42180142391495e-37,0.647614087292361,0.418,0.169,6.44344486846811e-33,"ATRNL1","Oligodendrocytes","Up in AUD"
2.44490702232792e-37,-0.518847197938589,0.9,0.914,6.50491962360566e-33,"ST18","Oligodendrocytes","Up in Control"
7.43243430768704e-37,0.881415590607022,0.356,0.129,1.97747347190321e-32,"SNTG1","Oligodendrocytes","Up in AUD"
9.40307776805274e-37,1.12051274898282,0.372,0.15,2.50178287096811e-32,"SON","Oligodendrocytes","Up in AUD"
1.50717731035345e-36,1.01093426850838,0.408,0.174,4.00999595192638e-32,"HP1BP3","Oligodendrocytes","Up in AUD"
2.19110333396217e-36,1.14353384607717,0.406,0.181,5.82964953033975e-32,"SLC4A8","Oligodendrocytes","Up in AUD"
3.5053185660659e-36,0.632918562727828,0.701,0.451,9.32625057687493e-32,"DIP2C","Oligodendrocytes","Up in AUD"
3.70833467383167e-36,1.14767761453864,0.35,0.133,9.86639523319654e-32,"PPP6R2","Oligodendrocytes","Up in AUD"
3.76692051103374e-36,0.86982840247492,0.459,0.222,1.00222687116564e-31,"MAP4","Oligodendrocytes","Up in AUD"
6.92891144943258e-36,-0.657438067174388,0.914,0.867,1.84350618023603e-31,"PLP1","Oligodendrocytes","Up in Control"
1.28292932803462e-35,-0.723775263115383,0.689,0.731,3.41336177016892e-31,"GPM6B","Oligodendrocytes","Up in Control"
1.62958676233089e-35,0.794066743402399,0.516,0.262,4.33567853985757e-31,"SEC14L5","Oligodendrocytes","Up in AUD"
2.06342188893743e-35,-1.66250093311208,0.204,0.349,5.48994027770693e-31,"SPP1","Oligodendrocytes","Up in Control"
3.16833119681942e-35,1.44459890493193,0.27,0.08,8.42966198225774e-31,"SOGA1","Oligodendrocytes","Up in AUD"
4.90503132454527e-35,-0.813350129643123,0.645,0.671,1.30503263420852e-30,"TMEM144","Oligodendrocytes","Up in Control"
7.90875558481371e-35,1.15450905485197,0.33,0.122,2.10420351089554e-30,"ASXL1","Oligodendrocytes","Up in AUD"
7.99567761464635e-35,0.829436381561438,0.522,0.279,2.12732998615281e-30,"CHD7","Oligodendrocytes","Up in AUD"
8.13372566604792e-35,1.36195585731314,0.274,0.084,2.16405905070871e-30,"ANKRD36B","Oligodendrocytes","Up in AUD"
9.70112848345773e-35,1.32335768971452,0.251,0.065,2.58108224430876e-30,"NRG1","Oligodendrocytes","Up in AUD"
1.01844797737557e-34,0.984045180709038,0.379,0.155,2.70968268860543e-30,"RBM39","Oligodendrocytes","Up in AUD"
1.12992020742943e-34,0.79979123059031,0.444,0.205,3.00626570388674e-30,"ARHGEF7","Oligodendrocytes","Up in AUD"
1.52090871558323e-34,-0.833735567376033,0.629,0.676,4.04652972868075e-30,"SAMD12","Oligodendrocytes","Up in Control"
1.9651691499222e-34,0.793393676993645,0.438,0.2,5.22852904028301e-30,"HERC1","Oligodendrocytes","Up in AUD"
2.81157252159336e-34,0.838567433448979,0.463,0.227,7.4804698509513e-30,"LDB3","Oligodendrocytes","Up in AUD"
3.30861422893512e-34,0.64143128504157,0.531,0.276,8.80289901750479e-30,"TNRC6A","Oligodendrocytes","Up in AUD"
3.39702901941168e-34,1.98629646456778,0.198,0.035,9.03813540904671e-30,"RASAL1","Oligodendrocytes","Up in AUD"
4.63646051210301e-34,0.70793470073811,0.539,0.284,1.23357668385013e-29,"MOG","Oligodendrocytes","Up in AUD"
6.03506812697525e-34,-1.09321436994488,0.547,0.606,1.60569022586303e-29,"CNTNAP4","Oligodendrocytes","Up in Control"
8.09019462121596e-34,0.862744117010634,0.406,0.176,2.15247718092072e-29,"MYO9B","Oligodendrocytes","Up in AUD"
9.58645422378719e-34,1.07670127874168,0.332,0.126,2.55057201078082e-29,"TRAPPC10","Oligodendrocytes","Up in AUD"
1.32418483298553e-33,1.04014884137566,0.345,0.138,3.52312616664129e-29,"KCNH1","Oligodendrocytes","Up in AUD"
1.58604247324074e-33,1.10036847519467,0.316,0.111,4.2198246043043e-29,"BRSK1","Oligodendrocytes","Up in AUD"
1.62358590589266e-33,1.14186682645047,0.307,0.105,4.319712661218e-29,"NRGN","Oligodendrocytes","Up in AUD"
1.73482569396042e-33,1.04461151611819,0.36,0.148,4.61567724135109e-29,"PTPRS","Oligodendrocytes","Up in AUD"
2.68336414624683e-33,0.813934438743603,0.421,0.194,7.13935864750433e-29,"EVI5","Oligodendrocytes","Up in AUD"
3.60373835197815e-33,0.859337500448869,0.343,0.133,9.58810625927307e-29,"GRIK2","Oligodendrocytes","Up in AUD"
3.91221249241669e-33,0.823083561882434,0.414,0.184,1.04088325573238e-28,"PPP3CA","Oligodendrocytes","Up in AUD"
5.69181073454878e-33,1.06608414701899,0.328,0.124,1.51436316403405e-28,"FAM133B","Oligodendrocytes","Up in AUD"
7.97704198004185e-33,0.730237291883156,0.463,0.226,2.12237178920994e-28,"SPECC1","Oligodendrocytes","Up in AUD"
8.10164675570429e-33,0.639865730073526,0.527,0.279,2.15552413582268e-28,"EPN2","Oligodendrocytes","Up in AUD"
8.24346086141469e-33,0.512857169351901,0.792,0.571,2.19325519678799e-28,"PTK2","Oligodendrocytes","Up in AUD"
1.03748426004013e-32,0.890594024962809,0.34,0.132,2.76033062226277e-28,"OXR1","Oligodendrocytes","Up in AUD"
1.22279978975618e-32,1.13057871964871,0.31,0.115,3.25338112062529e-28,"SPEN","Oligodendrocytes","Up in AUD"
1.5049644991803e-32,0.711530778334533,0.502,0.259,4.0041085465191e-28,"RBM6","Oligodendrocytes","Up in AUD"
1.61726192121938e-32,0.614814578821094,0.668,0.403,4.30288706759628e-28,"PTGDS","Oligodendrocytes","Up in AUD"
1.72617984239457e-32,0.789065491113048,0.474,0.24,4.59267408867499e-28,"ELAVL3","Oligodendrocytes","Up in AUD"
1.76364372687503e-32,1.07782731300351,0.34,0.138,4.69235049972369e-28,"OLMALINC","Oligodendrocytes","Up in AUD"
1.85906077392835e-32,1.43796108660458,0.255,0.078,4.94621709511376e-28,"POLR2J3","Oligodendrocytes","Up in AUD"
2.28834916166732e-32,-1.31262337756639,0.33,0.448,6.08838177953207e-28,"CLDND1","Oligodendrocytes","Up in Control"
3.56990090189883e-32,0.931473170768409,0.321,0.117,9.49807833959202e-28,"TENM2","Oligodendrocytes","Up in AUD"
3.6872489465434e-32,-0.542847156725652,0.888,0.884,9.81029454717337e-28,"SLC24A2","Oligodendrocytes","Up in Control"
3.7881835436499e-32,1.11020432893136,0.28,0.092,1.00788411362349e-27,"MPHOSPH8","Oligodendrocytes","Up in AUD"
5.03619113525721e-32,0.983954541409921,0.324,0.127,1.33992901344653e-27,"TFCP2","Oligodendrocytes","Up in AUD"
5.03643125453609e-32,1.08150410999099,0.292,0.099,1.33999289958187e-27,"CERS4","Oligodendrocytes","Up in AUD"
5.12549232476609e-32,0.682738661713729,0.486,0.242,1.36368848792726e-27,"MICAL3","Oligodendrocytes","Up in AUD"
9.03404277831099e-32,0.764250301569537,0.489,0.255,2.40359742159742e-27,"IQGAP1","Oligodendrocytes","Up in AUD"
9.34882599031737e-32,1.04194939105213,0.31,0.114,2.48734864298384e-27,"ARHGEF10","Oligodendrocytes","Up in AUD"
1.24545041563256e-31,0.80696086909783,0.437,0.207,3.31364537583199e-27,"NSD1","Oligodendrocytes","Up in AUD"
1.4773190729132e-31,-1.32941169467631,0.329,0.448,3.93055512539287e-27,"CNP","Oligodendrocytes","Up in Control"
3.213081499498e-31,1.45247585119023,0.258,0.08,8.54872463756438e-27,"FRMPD4","Oligodendrocytes","Up in AUD"
3.89168578140267e-31,0.497133609894431,0.743,0.481,1.035421919e-26,"SPOCK1","Oligodendrocytes","Up in AUD"
5.26271766470983e-31,0.758385302297714,0.439,0.211,1.4001986618727e-26,"GATAD2B","Oligodendrocytes","Up in AUD"
7.01280191741166e-31,0.95682376286978,0.36,0.158,1.86582607814655e-26,"KIAA0232","Oligodendrocytes","Up in AUD"
7.33729735118553e-31,0.959369745869067,0.366,0.162,1.95216133325642e-26,"DYNC1H1","Oligodendrocytes","Up in AUD"
7.86905869785191e-31,-0.571190049488359,0.808,0.815,2.09364175715048e-26,"PIP4K2A","Oligodendrocytes","Up in Control"
8.56329367928525e-31,0.686826641679455,0.526,0.285,2.27834991631063e-26,"LINC00632","Oligodendrocytes","Up in AUD"
1.11841398810581e-30,0.804585575632098,0.402,0.187,2.97565225675433e-26,"NKTR","Oligodendrocytes","Up in AUD"
1.16030507005599e-30,1.02368715396333,0.288,0.101,3.08710766939096e-26,"DAPK2","Oligodendrocytes","Up in AUD"
1.46931806390786e-30,0.560525190545984,0.776,0.586,3.90926764083327e-26,"FUT8","Oligodendrocytes","Up in AUD"
1.69531106139966e-30,1.0513615838081,0.288,0.102,4.51054460995994e-26,"GOLGB1","Oligodendrocytes","Up in AUD"
2.27302135535739e-30,1.11559355100687,0.314,0.123,6.04760061806387e-26,"CHN1","Oligodendrocytes","Up in AUD"
2.74209449491834e-30,0.831459037970291,0.407,0.193,7.29561661317972e-26,"PPP6R3","Oligodendrocytes","Up in AUD"
2.99094136947649e-30,1.24291474862969,0.246,0.075,7.95769860762915e-26,"FCHO1","Oligodendrocytes","Up in AUD"
3.00689113965053e-30,0.655377841486501,0.507,0.273,8.0001345661542e-26,"GTF2I","Oligodendrocytes","Up in AUD"
3.10062316084261e-30,1.01880142075755,0.305,0.115,8.24951798173785e-26,"AC009041.2","Oligodendrocytes","Up in AUD"
3.6356229701232e-30,1.08144545567873,0.312,0.125,9.6729384743098e-26,"GABPB1-AS1","Oligodendrocytes","Up in AUD"
3.79371845210101e-30,1.14836711234116,0.274,0.095,1.009356731366e-25,"STARD9","Oligodendrocytes","Up in AUD"
5.05773267196195e-30,0.964880337031985,0.322,0.129,1.3456603547022e-25,"KLC1","Oligodendrocytes","Up in AUD"
8.33189443807874e-30,1.2288090049583,0.28,0.103,2.21678383419523e-25,"SYT14","Oligodendrocytes","Up in AUD"
9.30200319600852e-30,0.754464818199182,0.429,0.21,2.47489097033003e-25,"ZKSCAN1","Oligodendrocytes","Up in AUD"
9.46068312714824e-30,0.998825506668488,0.318,0.125,2.51710935280906e-25,"SNRNP70","Oligodendrocytes","Up in AUD"
9.46326870717379e-30,0.680173587406361,0.514,0.281,2.51779727223066e-25,"ATRX","Oligodendrocytes","Up in AUD"
1.13905126622809e-29,-0.623562836112363,0.695,0.721,3.03055979892645e-25,"SOX2-OT","Oligodendrocytes","Up in Control"
1.27829464614614e-29,0.480704491751247,0.846,0.675,3.40103073553642e-25,"NTM","Oligodendrocytes","Up in AUD"
1.38929000811353e-29,0.949577922509571,0.335,0.14,3.69634499558687e-25,"AFMID","Oligodendrocytes","Up in AUD"
1.42777791085516e-29,-1.56822177805528,0.156,0.289,3.79874590962124e-25,"ZBTB16","Oligodendrocytes","Up in Control"
1.77519956810296e-29,0.797282982327536,0.342,0.141,4.72309597089473e-25,"ENOSF1","Oligodendrocytes","Up in AUD"
1.77834202106712e-29,1.03858547971155,0.324,0.135,4.73145678125117e-25,"SORCS2","Oligodendrocytes","Up in AUD"
1.8679224752458e-29,0.418246359761388,0.444,0.212,4.96979453763897e-25,"CELF2","Oligodendrocytes","Up in AUD"
1.88475491186907e-29,-1.59859867444864,0.156,0.289,5.01457891851884e-25,"GLUL","Oligodendrocytes","Up in Control"
2.23927276862872e-29,0.660223879891269,0.545,0.309,5.95780912821357e-25,"POGZ","Oligodendrocytes","Up in AUD"
2.72285492469463e-29,0.760167295467013,0.392,0.177,7.24442781264252e-25,"KANK1","Oligodendrocytes","Up in AUD"
2.91009923510992e-29,-0.827745828384809,0.621,0.654,7.74261002493346e-25,"TCF4","Oligodendrocytes","Up in Control"
3.53259079732173e-29,0.894005560160651,0.352,0.153,9.39881107535421e-25,"DYRK1A","Oligodendrocytes","Up in AUD"
3.6522151216764e-29,0.504777958538249,0.413,0.189,9.71708355273224e-25,"PLCB1","Oligodendrocytes","Up in AUD"
4.68317074368795e-29,0.759235252943972,0.429,0.215,1.24600440806562e-24,"ANKRD36","Oligodendrocytes","Up in AUD"
4.86687604355069e-29,1.25524283784023,0.252,0.083,1.2948810401471e-24,"ZMAT1","Oligodendrocytes","Up in AUD"
5.61586160723964e-29,0.908256337991418,0.323,0.132,1.49415613922218e-24,"TPT1-AS1","Oligodendrocytes","Up in AUD"
6.18074602548523e-29,0.952268745674013,0.327,0.135,1.6444492875406e-24,"DUSP16","Oligodendrocytes","Up in AUD"
8.23137414427035e-29,0.850712977541054,0.37,0.169,2.19003940482457e-24,"PLPP1","Oligodendrocytes","Up in AUD"
1.01145454756365e-28,0.800074101967644,0.403,0.193,2.69107596924785e-24,"P2RX7","Oligodendrocytes","Up in AUD"
1.0682528230169e-28,0.263972237278656,0.643,0.377,2.84219346091875e-24,"NRXN1","Oligodendrocytes","Up in AUD"
2.38780856392223e-28,0.59480734805461,0.56,0.329,6.35300346517148e-24,"ARID4B","Oligodendrocytes","Up in AUD"
2.51025777889082e-28,0.915043065025507,0.313,0.125,6.67879184651692e-24,"CDC42BPB","Oligodendrocytes","Up in AUD"
2.5702909897061e-28,1.38697604942813,0.227,0.069,6.83851620721206e-24,"SEPTIN4","Oligodendrocytes","Up in AUD"
2.76953453519554e-28,0.523572638523774,0.572,0.325,7.36862358434125e-24,"ASH1L","Oligodendrocytes","Up in AUD"
3.45385899667315e-28,2.89495148166433,0.147,0.021,9.18933724654859e-24,"C4orf48","Oligodendrocytes","Up in AUD"
3.71118615771954e-28,0.799901155218416,0.379,0.176,9.87398189122862e-24,"ECPAS","Oligodendrocytes","Up in AUD"
5.73145161387704e-28,1.73701078093207,0.19,0.045,1.52491001638812e-23,"BASP1","Oligodendrocytes","Up in AUD"
6.15805855527813e-28,0.839603309001771,0.349,0.159,1.6384130592173e-23,"BICRAL","Oligodendrocytes","Up in AUD"
6.27688804834153e-28,0.632053580686946,0.328,0.134,1.67002883414175e-23,"FGF12","Oligodendrocytes","Up in AUD"
7.3074800076013e-28,1.02364428896825,0.308,0.128,1.9442281308224e-23,"BOD1L1","Oligodendrocytes","Up in AUD"
7.86836207653618e-28,1.42693111861758,0.241,0.08,2.09345641408321e-23,"DCLK1","Oligodendrocytes","Up in AUD"
7.95292617538588e-28,0.968087790154444,0.317,0.133,2.11595553822317e-23,"HERC2","Oligodendrocytes","Up in AUD"
8.81901435826831e-28,0.463215716328502,0.7,0.457,2.34638696016087e-23,"KIF1B","Oligodendrocytes","Up in AUD"
9.0133894037163e-28,1.02754498402414,0.261,0.092,2.39810238475276e-23,"GABPB2","Oligodendrocytes","Up in AUD"
1.02354153288246e-27,0.952491989350207,0.277,0.1,2.72323460238707e-23,"DSCAM","Oligodendrocytes","Up in AUD"
1.13233880015766e-27,0.565161239105218,0.639,0.4,3.01270061169946e-23,"SRPK2","Oligodendrocytes","Up in AUD"
1.38813794806215e-27,0.933158439420187,0.29,0.112,3.69327982461416e-23,"OGA","Oligodendrocytes","Up in AUD"
1.98036490309988e-27,0.555427024966026,0.499,0.272,5.26895886118755e-23,"PNISR","Oligodendrocytes","Up in AUD"
2.23733462135396e-27,0.789293905455732,0.403,0.201,5.95265249357434e-23,"ARHGAP23","Oligodendrocytes","Up in AUD"
