"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cell_type","significance"
4.63746873215208e-16,0.458134018802599,0.657,0.363,1.23384493087638e-11,"MIR181A1HG","Excitatory Neurons","Up in AUD"
4.6627908170328e-16,0.407345220136026,0.558,0.271,1.24058212477975e-11,"ATP1B3","Excitatory Neurons","Up in AUD"
4.67407545842698e-16,0.480072632803025,0.329,0.122,1.24358451646908e-11,"NT5C3A","Excitatory Neurons","Up in AUD"
4.6854773015112e-16,0.432038235889403,0.813,0.508,1.24661809084007e-11,"FYN","Excitatory Neurons","Up in AUD"
4.70359507631087e-16,0.882838483110907,0.222,0.065,1.25143850600327e-11,"PSMD3","Excitatory Neurons","Up in AUD"
4.72983190022658e-16,0.862320294277919,0.233,0.071,1.25841907537428e-11,"COL6A1","Excitatory Neurons","Up in AUD"
4.73827925353499e-16,0.505177474932238,0.551,0.265,1.26066657819552e-11,"CBL","Excitatory Neurons","Up in AUD"
4.7408641876949e-16,1.04934410966457,0.192,0.049,1.26135432577811e-11,"ARPC5L","Excitatory Neurons","Up in AUD"
4.75008128514673e-16,0.818412073148556,0.208,0.056,1.26380662672614e-11,"SAMM50","Excitatory Neurons","Up in AUD"
4.84772126099917e-16,1.29677622158635,0.163,0.035,1.28978471870144e-11,"TRMT10B","Excitatory Neurons","Up in AUD"
4.85397057115971e-16,0.723867922552692,0.385,0.166,1.29144741016275e-11,"CASP8AP2","Excitatory Neurons","Up in AUD"
4.89521330987864e-16,3.32629905634902,0.101,0.008,1.30242045322631e-11,"LERFS","Excitatory Neurons","Up in AUD"
4.98903381422906e-16,-4.17986496820078,0.02,0.149,1.32738233661378e-11,"AC018742.1","Excitatory Neurons","Up in Control"
5.07921023154845e-16,-0.326526693889231,0.995,0.984,1.35137467420578e-11,"ANK2","Excitatory Neurons","Up in Control"
5.08793212861356e-16,0.432535842036423,0.824,0.472,1.35369522213892e-11,"MBP","Excitatory Neurons","Up in AUD"
5.13602275229152e-16,1.59683856042435,0.155,0.031,1.36649021347468e-11,"OSCP1","Excitatory Neurons","Up in AUD"
5.15048109413579e-16,0.834000021063712,0.234,0.072,1.37033699990577e-11,"KIF9","Excitatory Neurons","Up in AUD"
5.21005984812635e-16,0.374336490195909,0.947,0.768,1.3861885231925e-11,"MYO5A","Excitatory Neurons","Up in AUD"
5.27543250995793e-16,0.309776050859162,0.989,0.953,1.40358157359941e-11,"RYR2","Excitatory Neurons","Up in AUD"
5.31499517171381e-16,0.918244665273661,0.215,0.061,1.41410761538618e-11,"SMC1A","Excitatory Neurons","Up in AUD"
5.34841451806592e-16,0.470575089109206,0.638,0.34,1.42299916667662e-11,"PHKB","Excitatory Neurons","Up in AUD"
5.44405024173604e-16,1.57774288065603,0.142,0.025,1.44844400731629e-11,"HAUS1","Excitatory Neurons","Up in AUD"
5.49345968456755e-16,0.653800970517021,0.332,0.128,1.46158988367604e-11,"SEC16A","Excitatory Neurons","Up in AUD"
5.54415723308572e-16,0.581209842661068,0.286,0.1,1.47507847343479e-11,"METTL2B","Excitatory Neurons","Up in AUD"
5.54898233627156e-16,0.710193827872907,0.24,0.074,1.47636224038841e-11,"FAM102A","Excitatory Neurons","Up in AUD"
5.67505043787525e-16,0.457941134470593,0.805,0.471,1.50990391950109e-11,"SCFD2","Excitatory Neurons","Up in AUD"
5.72840431226261e-16,1.70711702365543,0.149,0.029,1.52409925132059e-11,"TNNT2","Excitatory Neurons","Up in AUD"
5.77226609106959e-16,0.438883396221749,0.332,0.127,1.53576911618997e-11,"MORN4","Excitatory Neurons","Up in AUD"
5.77270860188555e-16,0.533233882593654,0.538,0.263,1.53588685061767e-11,"TAF1","Excitatory Neurons","Up in AUD"
5.83323170422902e-16,0.438436578716021,0.49,0.23,1.55198962722717e-11,"C19orf12","Excitatory Neurons","Up in AUD"
5.90051383870694e-16,0.300693362140795,0.4,0.167,1.56989071192637e-11,"DCTN5","Excitatory Neurons","Up in AUD"
5.95364733395418e-16,0.944678505912374,0.234,0.072,1.58402740967185e-11,"AARSD1","Excitatory Neurons","Up in AUD"
6.06253732009533e-16,0.879665051152483,0.254,0.083,1.61299867938456e-11,"POU3F3","Excitatory Neurons","Up in AUD"
6.16496368205563e-16,1.1077528297804,0.183,0.044,1.64025023724772e-11,"PIK3CD","Excitatory Neurons","Up in AUD"
6.26617851922201e-16,0.789042984490079,0.272,0.091,1.66717945682421e-11,"COPB2","Excitatory Neurons","Up in AUD"
6.31881260088724e-16,0.873256656698134,0.226,0.067,1.68118328059206e-11,"ACVR2B","Excitatory Neurons","Up in AUD"
6.3412728978011e-16,0.751229114876376,0.268,0.091,1.68715906718896e-11,"KCNN1","Excitatory Neurons","Up in AUD"
6.38881788699336e-16,1.41532831760995,0.137,0.023,1.69980888701345e-11,"LINC00513","Excitatory Neurons","Up in AUD"
6.39165613718154e-16,0.397554993732264,0.565,0.27,1.70056403185852e-11,"CERS5","Excitatory Neurons","Up in AUD"
6.40088022796216e-16,0.356864242344479,0.412,0.175,1.70301819345161e-11,"C1orf61","Excitatory Neurons","Up in AUD"
6.44659088591435e-16,0.703547440329918,0.274,0.094,1.71517997110637e-11,"KLHL36","Excitatory Neurons","Up in AUD"
6.47095035717428e-16,0.464983830183346,0.572,0.283,1.72166105202979e-11,"JAK2","Excitatory Neurons","Up in AUD"
6.54196122493596e-16,1.76189898461808,0.167,0.038,1.74055420350646e-11,"AL353576.1","Excitatory Neurons","Up in AUD"
6.57588052922342e-16,0.575465260887358,0.679,0.378,1.74957877360518e-11,"BNIP3L","Excitatory Neurons","Up in AUD"
6.59881134828297e-16,1.67412704852238,0.149,0.029,1.75567974732417e-11,"CACNA2D2","Excitatory Neurons","Up in AUD"
6.60405339464993e-16,0.763381253021328,0.213,0.06,1.75707444618056e-11,"SP1","Excitatory Neurons","Up in AUD"
6.62147626494769e-16,1.29144702802687,0.147,0.028,1.76170997505198e-11,"SARS2","Excitatory Neurons","Up in AUD"
6.69724658822433e-16,0.656565593043181,0.343,0.134,1.78186942726296e-11,"CCP110","Excitatory Neurons","Up in AUD"
6.70927313191342e-16,1.15529443024726,0.195,0.052,1.78506920947688e-11,"SLC25A24","Excitatory Neurons","Up in AUD"
6.76059390027159e-16,1.75354150298817,0.139,0.024,1.79872361310626e-11,"POLE","Excitatory Neurons","Up in AUD"
6.86098169122995e-16,1.23850745885565,0.178,0.042,1.82543278876864e-11,"RNFT1","Excitatory Neurons","Up in AUD"
6.99841082120462e-16,0.708400075307188,0.361,0.149,1.8619971830897e-11,"AP1B1","Excitatory Neurons","Up in AUD"
7.04107099540806e-16,0.990862644090797,0.211,0.06,1.87334734903827e-11,"ANGEL1","Excitatory Neurons","Up in AUD"
7.05294569563826e-16,0.536761397113866,0.277,0.095,1.87650673178152e-11,"DENND10","Excitatory Neurons","Up in AUD"
7.05584844892276e-16,0.421498574565385,0.513,0.241,1.87727903832039e-11,"SULT4A1","Excitatory Neurons","Up in AUD"
7.06837681543853e-16,0.368896543209112,0.474,0.214,1.88061233551557e-11,"LARP4","Excitatory Neurons","Up in AUD"
7.08295295217634e-16,0.383040986513091,0.51,0.233,1.88449046245604e-11,"NISCH","Excitatory Neurons","Up in AUD"
7.20843512329685e-16,0.86175737666701,0.304,0.114,1.91787624890436e-11,"FANCC","Excitatory Neurons","Up in AUD"
7.27647594860797e-16,1.61101812195917,0.174,0.042,1.93597919088664e-11,"SCN1A-AS1","Excitatory Neurons","Up in AUD"
7.30988572939073e-16,0.623494492437753,0.435,0.196,1.9448681971617e-11,"TPM1","Excitatory Neurons","Up in AUD"
7.38904824332706e-16,0.472939400170702,0.847,0.568,1.9659301756196e-11,"MAP4K4","Excitatory Neurons","Up in AUD"
7.46033130881599e-16,1.41726611000712,0.155,0.031,1.98489574802358e-11,"ZBTB17","Excitatory Neurons","Up in AUD"
7.53817150357582e-16,0.407458841454232,0.56,0.276,2.00560591024138e-11,"NEK11","Excitatory Neurons","Up in AUD"
7.59551062333354e-16,0.622568682557213,0.231,0.07,2.02086155644412e-11,"MRPS16","Excitatory Neurons","Up in AUD"
7.59728927894074e-16,0.583763834165022,0.409,0.176,2.02133478555497e-11,"KLF13","Excitatory Neurons","Up in AUD"
7.78369089740504e-16,0.485220136943097,0.586,0.298,2.07092880016358e-11,"DNAJC5","Excitatory Neurons","Up in AUD"
7.80848150315818e-16,-0.826463373633325,0.577,0.684,2.07752458873027e-11,"CNTN3","Excitatory Neurons","Up in Control"
7.81710713902849e-16,0.684528070119428,0.396,0.172,2.07981952540992e-11,"AL158077.2","Excitatory Neurons","Up in AUD"
7.93542719587205e-16,1.07886032858902,0.197,0.053,2.11129975973372e-11,"SRD5A1","Excitatory Neurons","Up in AUD"
8.08911318459431e-16,1.14083041568703,0.147,0.028,2.15218945389316e-11,"ACAT2","Excitatory Neurons","Up in AUD"
8.11648432691411e-16,0.806080780278794,0.194,0.05,2.15947182001877e-11,"STPG1","Excitatory Neurons","Up in AUD"
8.16377265772196e-16,1.48635492516528,0.171,0.04,2.1720533533135e-11,"MAPK13","Excitatory Neurons","Up in AUD"
8.17355833864372e-16,0.503706647465286,0.41,0.179,2.17465693157955e-11,"TTC13","Excitatory Neurons","Up in AUD"
8.17539885714175e-16,0.481238273819714,0.462,0.209,2.17514661993113e-11,"STX18","Excitatory Neurons","Up in AUD"
8.22245448657707e-16,-0.273908043787194,0.996,0.999,2.18766624069869e-11,"PHACTR1","Excitatory Neurons","Up in Control"
8.4063197992571e-16,0.513520231171311,0.446,0.199,2.23658544579034e-11,"KPNA5","Excitatory Neurons","Up in AUD"
8.44486155224321e-16,-1.37457274643974,0.547,0.588,2.24683986458983e-11,"CDH9","Excitatory Neurons","Up in Control"
8.44699534831355e-16,1.07002638126524,0.172,0.04,2.2474075823723e-11,"FLRT3","Excitatory Neurons","Up in AUD"
8.50251872089583e-16,0.839563529721996,0.21,0.059,2.26218013088154e-11,"PRIMPOL","Excitatory Neurons","Up in AUD"
8.70602579296667e-16,1.32038913002239,0.133,0.022,2.31632522247671e-11,"NBPF1","Excitatory Neurons","Up in AUD"
8.9372646741327e-16,1.31896356167215,0.179,0.044,2.37784863919975e-11,"HSF1","Excitatory Neurons","Up in AUD"
8.9424338037631e-16,0.317365632435571,0.393,0.162,2.37922393782921e-11,"VPS37B","Excitatory Neurons","Up in AUD"
8.96290057219931e-16,0.426530825285562,0.25,0.079,2.38466932623935e-11,"PLOD2","Excitatory Neurons","Up in AUD"
8.98240255990153e-16,0.610476116321393,0.318,0.119,2.3898580250874e-11,"RSPRY1","Excitatory Neurons","Up in AUD"
9.05817192903108e-16,1.11073421031211,0.155,0.031,2.41001722343801e-11,"ZNF268","Excitatory Neurons","Up in AUD"
9.08141336423604e-16,1.60043267477756,0.14,0.025,2.41620083968864e-11,"PLOD1","Excitatory Neurons","Up in AUD"
9.08473791969116e-16,1.00208594490727,0.211,0.06,2.41708537091303e-11,"MTMR14","Excitatory Neurons","Up in AUD"
9.11299215348881e-16,1.91481680499954,0.124,0.018,2.42460269235723e-11,"RAB9A","Excitatory Neurons","Up in AUD"
9.1755236518116e-16,0.719642765462393,0.275,0.096,2.441239822801e-11,"TTF2","Excitatory Neurons","Up in AUD"
9.30596547523523e-16,2.02431247026712,0.115,0.014,2.47594517434108e-11,"ZSCAN21","Excitatory Neurons","Up in AUD"
9.48235252253428e-16,1.71556000561336,0.135,0.023,2.52287471214547e-11,"C9orf24","Excitatory Neurons","Up in AUD"
9.58749805611436e-16,1.01551630361485,0.226,0.068,2.55084973280979e-11,"JHY","Excitatory Neurons","Up in AUD"
9.63545498963088e-16,-0.469653379308016,0.952,0.929,2.56360915454119e-11,"RIMS1","Excitatory Neurons","Up in Control"
9.67164530778114e-16,0.530053088094093,0.503,0.239,2.57323795058825e-11,"UIMC1","Excitatory Neurons","Up in AUD"
9.69307520593036e-16,0.886764212034295,0.204,0.056,2.57893958928983e-11,"GNPAT","Excitatory Neurons","Up in AUD"
9.76245594242092e-16,0.706170034512486,0.323,0.125,2.59739902804051e-11,"KLHL5","Excitatory Neurons","Up in AUD"
9.80538757534893e-16,0.848032785364562,0.245,0.079,2.60882141829734e-11,"TRMU","Excitatory Neurons","Up in AUD"
9.8225984792815e-16,0.543418059530556,0.371,0.151,2.61340055139764e-11,"C2orf27A","Excitatory Neurons","Up in AUD"
9.88162998555696e-16,1.26399480876375,0.139,0.024,2.62910647395729e-11,"WIPI1","Excitatory Neurons","Up in AUD"
9.9604653912668e-16,0.781391710729977,0.306,0.115,2.65008142200044e-11,"HNRNPUL1","Excitatory Neurons","Up in AUD"
1.00520486897989e-15,1.11610622205171,0.204,0.058,2.6744480744079e-11,"RPL8","Excitatory Neurons","Up in AUD"
1.00557439474242e-15,1.17898202827569,0.165,0.037,2.67543123465168e-11,"FN3K","Excitatory Neurons","Up in AUD"
1.01505114054543e-15,0.465653015871107,0.728,0.424,2.70064506453517e-11,"ABCA5","Excitatory Neurons","Up in AUD"
1.01714051322225e-15,1.07651187623138,0.202,0.056,2.70620404947911e-11,"PUS1","Excitatory Neurons","Up in AUD"
1.01807155935718e-15,1.32456049670558,0.158,0.034,2.70868119082571e-11,"PATL1","Excitatory Neurons","Up in AUD"
1.05558037756739e-15,0.477061771222894,0.517,0.251,2.80847715255578e-11,"RYBP","Excitatory Neurons","Up in AUD"
1.06889382704458e-15,0.713256450082563,0.323,0.125,2.84389891623482e-11,"ZNF562","Excitatory Neurons","Up in AUD"
1.07374693355962e-15,0.639076613592551,0.343,0.137,2.85681109142871e-11,"DNHD1","Excitatory Neurons","Up in AUD"
1.07875361673597e-15,0.567996284674297,0.32,0.121,2.87013187268771e-11,"PTDSS1","Excitatory Neurons","Up in AUD"
1.08078758650095e-15,1.10299144999225,0.192,0.05,2.87554345264442e-11,"SOCS6","Excitatory Neurons","Up in AUD"
1.09851623515226e-15,2.74552090937177,0.103,0.01,2.92271229524609e-11,"GOLGA6L4","Excitatory Neurons","Up in AUD"
1.10061373133701e-15,1.38667532802241,0.171,0.04,2.92829289359524e-11,"PAGR1","Excitatory Neurons","Up in AUD"
1.10922708989499e-15,0.480636198714739,0.401,0.169,2.95120959537461e-11,"TM9SF4","Excitatory Neurons","Up in AUD"
1.10995026406722e-15,0.433028965201743,0.343,0.134,2.95313367257723e-11,"CUL2","Excitatory Neurons","Up in AUD"
1.11616470081477e-15,0.423615833982945,0.345,0.134,2.96966780298778e-11,"C12orf76","Excitatory Neurons","Up in AUD"
1.14620005953822e-15,0.351204670021196,0.423,0.181,3.04957987840739e-11,"NAB1","Excitatory Neurons","Up in AUD"
1.16045977669154e-15,0.724752114569544,0.298,0.109,3.08751928186551e-11,"WDR75","Excitatory Neurons","Up in AUD"
1.19417529604027e-15,0.84754702522698,0.242,0.078,3.17722279264474e-11,"TCEAL4","Excitatory Neurons","Up in AUD"
1.1944990610271e-15,1.10286922756093,0.195,0.053,3.1780842017687e-11,"C3orf35","Excitatory Neurons","Up in AUD"
1.20011433700515e-15,1.35834936934273,0.16,0.035,3.19302420503589e-11,"NOMO1","Excitatory Neurons","Up in AUD"
1.20324675165196e-15,0.60075005404766,0.32,0.121,3.20135830744521e-11,"SNTA1","Excitatory Neurons","Up in AUD"
1.20930913017445e-15,1.06769457632084,0.171,0.04,3.21748787174213e-11,"NDUFAF1","Excitatory Neurons","Up in AUD"
1.21583500494407e-15,0.916427472082123,0.227,0.07,3.2348506141542e-11,"FNTA","Excitatory Neurons","Up in AUD"
1.22033303742001e-15,0.904033668736971,0.181,0.044,3.24681807935967e-11,"PALB2","Excitatory Neurons","Up in AUD"
1.22443249493227e-15,0.852238072107314,0.286,0.104,3.25772509601681e-11,"LINC00884","Excitatory Neurons","Up in AUD"
1.22640864889658e-15,0.656647194323647,0.229,0.07,3.26298285125423e-11,"CYB5R3","Excitatory Neurons","Up in AUD"
1.25842535963754e-15,1.20619605863443,0.172,0.041,3.34816651185165e-11,"TRIOBP","Excitatory Neurons","Up in AUD"
1.2618360935617e-15,1.1606455850526,0.19,0.05,3.35724111053026e-11,"NFRKB","Excitatory Neurons","Up in AUD"
1.27657338658581e-15,0.703433773012255,0.243,0.078,3.39645115235022e-11,"CHROMR","Excitatory Neurons","Up in AUD"
1.28375363397251e-15,0.484660566140728,0.643,0.351,3.41555491854725e-11,"PDE2A","Excitatory Neurons","Up in AUD"
1.28969898919152e-15,2.33861395246959,0.112,0.013,3.43137313064295e-11,"MVB12A","Excitatory Neurons","Up in AUD"
1.31141898195285e-15,2.35805210323993,0.117,0.016,3.48916134338375e-11,"AC025178.1","Excitatory Neurons","Up in AUD"
1.32783272580506e-15,0.959541544290191,0.206,0.058,3.53283175027694e-11,"TMEM229B","Excitatory Neurons","Up in AUD"
1.35127580191549e-15,0.521746588580255,0.29,0.103,3.59520439857635e-11,"PLAA","Excitatory Neurons","Up in AUD"
1.35876716596452e-15,0.450599516802519,0.579,0.291,3.6151359217652e-11,"LATS1","Excitatory Neurons","Up in AUD"
1.3641437847588e-15,-1.66805256168335,0.174,0.348,3.62944095372926e-11,"AC008574.1","Excitatory Neurons","Up in Control"
1.3773605433202e-15,0.740133986764406,0.378,0.163,3.66460546155773e-11,"PRPF4B","Excitatory Neurons","Up in AUD"
1.39091426676643e-15,0.706967997904173,0.25,0.082,3.70066649815878e-11,"NLGN2","Excitatory Neurons","Up in AUD"
1.40864948428675e-15,0.517430614317368,0.414,0.181,3.74785281789332e-11,"SLC38A9","Excitatory Neurons","Up in AUD"
1.41490212894074e-15,1.25540857097488,0.172,0.041,3.76448860425974e-11,"B3GNT2","Excitatory Neurons","Up in AUD"
1.4259118763772e-15,0.789503963504252,0.227,0.068,3.79378113828917e-11,"DUS2","Excitatory Neurons","Up in AUD"
1.42710488469333e-15,0.991961668175471,0.22,0.066,3.79695525621508e-11,"PECR","Excitatory Neurons","Up in AUD"
1.43685038758361e-15,0.648414711167479,0.307,0.116,3.82288414120495e-11,"ZNF790-AS1","Excitatory Neurons","Up in AUD"
1.43788561854999e-15,0.566370061175436,0.716,0.424,3.82563847671412e-11,"ULK4","Excitatory Neurons","Up in AUD"
1.47014986267211e-15,0.717567573696606,0.272,0.095,3.91148072462543e-11,"ARPC3","Excitatory Neurons","Up in AUD"
1.49795931574674e-15,0.516343418601295,0.506,0.242,3.98547055547579e-11,"SH3YL1","Excitatory Neurons","Up in AUD"
1.50497460770879e-15,0.600683295216379,0.295,0.107,4.00413544127e-11,"CLPB","Excitatory Neurons","Up in AUD"
1.5150619439344e-15,0.958935494685326,0.14,0.025,4.03097380803186e-11,"POPDC3","Excitatory Neurons","Up in AUD"
1.52995043741826e-15,0.869729211491619,0.327,0.133,4.07058613379504e-11,"SAMD5","Excitatory Neurons","Up in AUD"
1.532450358743e-15,0.717610860609796,0.293,0.107,4.07723742447162e-11,"SLC15A4","Excitatory Neurons","Up in AUD"
1.54220445465289e-15,1.02369955841957,0.272,0.097,4.10318917204948e-11,"DTNBP1","Excitatory Neurons","Up in AUD"
1.54255671015951e-15,1.1687456029605,0.316,0.133,4.10412638305039e-11,"DPF3","Excitatory Neurons","Up in AUD"
1.55025337039221e-15,0.401550084454913,0.707,0.381,4.12460411726551e-11,"RAB28","Excitatory Neurons","Up in AUD"
1.55850163772063e-15,0.440158049264434,0.647,0.329,4.14654945731951e-11,"NOL10","Excitatory Neurons","Up in AUD"
1.56406587243784e-15,0.818863114611882,0.217,0.064,4.16135366020812e-11,"HAUS2","Excitatory Neurons","Up in AUD"
1.57001001504459e-15,1.0444943488451,0.217,0.065,4.17716864602764e-11,"ZNF43","Excitatory Neurons","Up in AUD"
1.59349425809069e-15,0.604426962331765,0.206,0.058,4.2396508230761e-11,"AL157834.1","Excitatory Neurons","Up in AUD"
1.59898141890535e-15,1.2749016963354,0.167,0.038,4.25424996313957e-11,"NYAP1","Excitatory Neurons","Up in AUD"
1.6020406090004e-15,-1.29358346179436,0.401,0.534,4.26238924430645e-11,"LINC01378","Excitatory Neurons","Up in Control"
1.6125590725633e-15,0.606081225396956,0.274,0.096,4.29037466846191e-11,"TF","Excitatory Neurons","Up in AUD"
1.61482059899818e-15,0.474025113862075,0.652,0.346,4.29639168569455e-11,"YAF2","Excitatory Neurons","Up in AUD"
1.64799772982223e-15,1.06248386062531,0.16,0.035,4.38466275996503e-11,"PTTG1IP","Excitatory Neurons","Up in AUD"
1.6587190564543e-15,0.430598121087034,0.694,0.406,4.41318792160231e-11,"ST8SIA1","Excitatory Neurons","Up in AUD"
1.67906215943977e-15,0.657872525926923,0.238,0.076,4.46731278140546e-11,"SIAH2","Excitatory Neurons","Up in AUD"
1.68619524064361e-15,0.923703106752619,0.172,0.041,4.48629105725639e-11,"FZD6","Excitatory Neurons","Up in AUD"
1.68969270855634e-15,1.56126450530226,0.149,0.03,4.49559642038501e-11,"CBFA2T3","Excitatory Neurons","Up in AUD"
1.69703671242075e-15,0.401227965661676,0.583,0.289,4.51513587706666e-11,"ATR","Excitatory Neurons","Up in AUD"
1.69977939097295e-15,0.311228102584331,0.627,0.31,4.52243304762264e-11,"ZNF207","Excitatory Neurons","Up in AUD"
1.71899618997618e-15,0.958898960605128,0.195,0.053,4.57356126305062e-11,"IK","Excitatory Neurons","Up in AUD"
1.74524978505177e-15,0.489476261011256,0.764,0.479,4.64341157810874e-11,"MAP3K13","Excitatory Neurons","Up in AUD"
1.76177459007e-15,0.55756823164336,0.243,0.077,4.68737747434023e-11,"PIN4","Excitatory Neurons","Up in AUD"
1.77627951212622e-15,0.817047911700852,0.291,0.11,4.72596926996303e-11,"PRKY","Excitatory Neurons","Up in AUD"
1.8152225186077e-15,0.533191711900801,0.382,0.162,4.82958103300765e-11,"TBC1D14","Excitatory Neurons","Up in AUD"
1.82735788265141e-15,0.521197884620012,0.313,0.116,4.86186838258235e-11,"ATAD2","Excitatory Neurons","Up in AUD"
1.83739003474343e-15,0.378539891743829,0.469,0.208,4.88855992643837e-11,"TENT4B","Excitatory Neurons","Up in AUD"
1.84561901800292e-15,1.30351567759698,0.176,0.043,4.91045395929856e-11,"CLK2","Excitatory Neurons","Up in AUD"
1.84805015885302e-15,0.455311707438137,0.483,0.229,4.91692225264434e-11,"EFCAB2","Excitatory Neurons","Up in AUD"
1.857418001923e-15,0.375286757235884,0.975,0.863,4.94184633591634e-11,"SV2B","Excitatory Neurons","Up in AUD"
1.87880259247595e-15,0.902366791670112,0.24,0.077,4.99874217754152e-11,"TMLHE","Excitatory Neurons","Up in AUD"
1.88179271245306e-15,0.343476352485891,0.41,0.173,5.00669769075262e-11,"ATP13A2","Excitatory Neurons","Up in AUD"
1.89391878591868e-15,0.614076937491315,0.306,0.114,5.03896032181525e-11,"CWF19L1","Excitatory Neurons","Up in AUD"
1.9025482475622e-15,0.714677159020594,0.226,0.068,5.061919867464e-11,"HADH","Excitatory Neurons","Up in AUD"
1.92403702431621e-15,0.508921105152561,0.439,0.196,5.11909290689571e-11,"LARS2","Excitatory Neurons","Up in AUD"
1.94237004986922e-15,0.50801096959877,0.563,0.295,5.16786975468205e-11,"SPOP","Excitatory Neurons","Up in AUD"
1.9517597893911e-15,1.84322106646943,0.133,0.023,5.19285209565395e-11,"IQCG","Excitatory Neurons","Up in AUD"
1.95690634546602e-15,0.376080169539451,0.595,0.301,5.20654502274688e-11,"COA1","Excitatory Neurons","Up in AUD"
1.96727298522675e-15,1.84570123743335,0.108,0.012,5.23412650449429e-11,"NUDT19","Excitatory Neurons","Up in AUD"
1.9677226981795e-15,0.380427510015302,0.618,0.317,5.23532301077637e-11,"KDM5B","Excitatory Neurons","Up in AUD"
1.97655990140925e-15,0.395035636051789,0.712,0.396,5.25883527368945e-11,"ARMH3","Excitatory Neurons","Up in AUD"
1.98095726935615e-15,0.98108625015502,0.208,0.06,5.27053491084896e-11,"PPM1F","Excitatory Neurons","Up in AUD"
1.98487437203499e-15,0.67198152778035,0.298,0.11,5.2809567542363e-11,"MARC2","Excitatory Neurons","Up in AUD"
2.00259356767355e-15,0.553192814555477,0.295,0.107,5.32810044615226e-11,"SRP54","Excitatory Neurons","Up in AUD"
2.02017066861625e-15,0.831088541608357,0.279,0.1,5.3748660809204e-11,"RINT1","Excitatory Neurons","Up in AUD"
2.04494526597241e-15,-2.27294901504563,0.099,0.256,5.44078137464619e-11,"UBB","Excitatory Neurons","Up in Control"
2.05527865945473e-15,0.425008501859612,0.567,0.282,5.46827440134526e-11,"APLP2","Excitatory Neurons","Up in AUD"
2.07466171859856e-15,1.05878628082621,0.147,0.029,5.51984496850332e-11,"C19orf47","Excitatory Neurons","Up in AUD"
2.08430284004184e-15,1.84042097615793,0.123,0.018,5.54549613621532e-11,"EDEM2","Excitatory Neurons","Up in AUD"
2.10150225038182e-15,1.09386193508115,0.256,0.089,5.59125688736586e-11,"WDR66","Excitatory Neurons","Up in AUD"
2.10205440901535e-15,1.29976775757995,0.142,0.026,5.59272596062624e-11,"SNHG10","Excitatory Neurons","Up in AUD"
2.17573385058523e-15,0.468709435294597,0.35,0.14,5.78875748286706e-11,"TMEM59","Excitatory Neurons","Up in AUD"
2.19924295349991e-15,0.436070638514795,0.321,0.122,5.85130580208187e-11,"STK25","Excitatory Neurons","Up in AUD"
2.2350852099158e-15,0.739967683780853,0.734,0.502,5.94666770950198e-11,"SLC39A11","Excitatory Neurons","Up in AUD"
2.23958565529467e-15,0.624882622325176,0.361,0.15,5.95864159447701e-11,"ZNF529","Excitatory Neurons","Up in AUD"
2.24210480155288e-15,0.394415473704824,0.542,0.261,5.96534403501158e-11,"ATG10","Excitatory Neurons","Up in AUD"
2.28414876807052e-15,2.16978365157518,0.114,0.014,6.07720621232844e-11,"RAB3B","Excitatory Neurons","Up in AUD"
2.2926750937029e-15,0.965307827231685,0.183,0.047,6.09989135430595e-11,"GP6","Excitatory Neurons","Up in AUD"
2.30942916680937e-15,0.463826815560495,0.833,0.556,6.14446724121302e-11,"RUFY3","Excitatory Neurons","Up in AUD"
2.32261440961033e-15,-2.60224456193639,0.08,0.23,6.17954789820924e-11,"MRPL28","Excitatory Neurons","Up in Control"
2.35228991231982e-15,0.469108501392326,0.725,0.42,6.25850254071813e-11,"CAMKK2","Excitatory Neurons","Up in AUD"
2.35881948798239e-15,0.721362483246908,0.281,0.1,6.27587512972595e-11,"USP53","Excitatory Neurons","Up in AUD"
2.39479488961249e-15,1.29544575479474,0.142,0.026,6.37159128330299e-11,"HUS1","Excitatory Neurons","Up in AUD"
2.43213202039443e-15,0.48802419193309,0.412,0.18,6.47093045346143e-11,"IL12RB2","Excitatory Neurons","Up in AUD"
2.43521501823882e-15,1.61817748157126,0.128,0.02,6.47913307752621e-11,"LINC02054","Excitatory Neurons","Up in AUD"
2.43700727160567e-15,0.441054911766863,0.526,0.251,6.48390154683405e-11,"PCBP2","Excitatory Neurons","Up in AUD"
2.4438677591895e-15,0.479747275089638,0.382,0.161,6.50215456009959e-11,"KIAA0753","Excitatory Neurons","Up in AUD"
2.47343271670665e-15,2.50221759525622,0.101,0.01,6.5808150860697e-11,"POLR1C","Excitatory Neurons","Up in AUD"
2.5302713724568e-15,1.42517622730303,0.151,0.031,6.73204001355856e-11,"TRUB2","Excitatory Neurons","Up in AUD"
2.54390461475586e-15,1.4783014669809,0.16,0.036,6.76831261801945e-11,"LINC00665","Excitatory Neurons","Up in AUD"
2.55189170110159e-15,1.26312644356408,0.139,0.025,6.7895630599509e-11,"TTLL9","Excitatory Neurons","Up in AUD"
2.59861469845888e-15,1.41718202074081,0.158,0.035,6.91387426671969e-11,"AC138904.3","Excitatory Neurons","Up in AUD"
2.60383358590096e-15,1.02544069740733,0.211,0.062,6.92775963864811e-11,"PFDN5","Excitatory Neurons","Up in AUD"
